,mean_salary,count
Business Process Management (BPM),58242.125,1
SDN,58184.375,4
K8S,58180.0,2
API Gateway,58171.68965517241,29
Containerization,58145.0,30
CVS,58125.0,2
SOA,57989.10526315789,19
Third Party Risk Management,57870.0,2
Gearset,57860.21,2
ADLS,57798.5,2
FireHose,57777.5,1
ETL Pipelines,57777.5,1
Datadog,57769.619047619046,42
MATLAB,57704.96666666667,15
Development,57662.176875000005,8
CAC,57613.2,1
technical manual plan and the technical manual inprocess review and validation and verification plans,57613.2,1
Technical Manual Source Data Records (TMSDR) Technical Directives (TD) Local Engineering Specifications (LES) Local Process Specifications (LPS) Temporary Engineering Instructions (TEI) Design Change Notices (DCN),57613.2,1
Technical Manual Conferences Quality Assurance InProcess Reviews verification and Integrated Logistics Support Team Meetings,57613.2,1
IRAC,57613.2,1
NAVAIR standards,57613.2,1
NATEC,57613.2,1
AS2,57589.333333333336,3
Debugging,57587.318181818184,11
Server 2008,57580.0,2
CCENT,57500.0,4
JavaScript/Typescript,57500.0,2
Configuration management tools,57500.0,2
Software Development Lifecycle,57500.0,6
Flutter,57500.0,7
Adtran,57500.0,2
HBSS,57500.0,2
Azure Application Insights,57500.0,2
Postgres SQL,57500.0,2
API Scripting,57500.0,1
MAC OS,57500.0,1
Office 365 Administration,57500.0,2
Linux Administration,57500.0,2
CPRA,57500.0,2
Scikit,57500.0,2
Auto Scaling,57500.0,3
Yealink Phones,57500.0,1
Neural Network,57500.0,2
RMM Systems,57500.0,1
Tailwind CSS,57450.0,20
Supply Chain Management,57312.5,4
Azure Security Center,57200.0,3
Standard support procedures,57200.0,1
Azure Sentinel,57200.0,3
Memory Installs,57200.0,1
Renovations,57200.0,1
Rack and Stack,57200.0,1
Cisco Phones,57200.0,1
Terminal use,57200.0,1
Hyper Terminal,57200.0,1
MDF,57200.0,1
Security Concepts,57150.0,4
VLOOKUPs,57107.75,4
SciPy,57093.75,16
Telephony,56965.075,8
Business Process Management,56843.174166666664,6
JDBC,56824.666666666664,15
TeamCity,56785.71428571428,7
DataBricks,56723.166666666664,6
VMware Horizon View,56666.666666666664,3
FP A,56666.666666666664,3
Insurance,56666.666666666664,3
MFA,56624.65454545454,22
Apple macOS,56475.0,2
Cisco Call Manager,56250.0,4
Statistical Inference,56250.0,2
Cloudera,56250.0,2
R Shiny,56250.0,2
Cloud Modernization,56250.0,2
Azure Database,56250.0,2
Jira Confluence,56250.0,2
pytest,56250.0,2
IBM Cloud Pak,56250.0,2
Continuous Improvement,56216.666666666664,6
Eligibility systems,56160.0,1
Healthcare / Medicare Advantage,56160.0,1
Crystal Reports,56121.0,11
WSUS,56120.0,5
Security+ CE,56012.0,5
Mobilefirst development,56000.0,3
Solution Architecture,55961.53846153846,13
Cloud Operations,55925.0,2
Tanium,55925.0,2
Configuration,55824.083333333336,12
Scalability,55640.0,12
MLFlow,55571.42857142857,7
Root cause analysis,55550.0,4
SOC II,55550.0,2
IP addressing,55500.0,5
Standard Operating Procedures (SOPs),55404.5,2
Subnets,55304.64,5
Google Workspace,55284.791666666664,24
troubleshooting,55196.26666666666,3
JNCIP,55175.0,2
N+,55175.0,2
CCT,55120.0,1
Ekahau ECSE Troubleshooting,55120.0,1
CCST,55120.0,1
CompTIA Network+ (Net+),55120.0,1
ECSE,55120.0,1
CWT,55120.0,1
HTML/CSS,55100.0,6
Modern design patterns,55075.0,2
MCSA,55021.92423076923,13
Testing,55007.7,40
Print drivers,55000.0,1
User Story Development,55000.0,2
Workflow Optimization,55000.0,2
COOP programs,55000.0,1
Ceph,55000.0,2
Research administration,55000.0,1
Operating Systems (Windows Mac iOS Android),55000.0,1
Mobile devices and tablets in an MDM,55000.0,1
Accounting Functions AP AR GL cost accounting,55000.0,1
Help desk tracking software,55000.0,1
PERIS,55000.0,1
Information gathering,55000.0,1
Hypervisors,55000.0,2
DR plans,55000.0,1
Health Informatics,55000.0,1
Tabletop exercises,55000.0,1
GPS systems,55000.0,1
Interviewing,55000.0,1
Risk Management programs,55000.0,1
Adobe InDesign,55000.0,1
Object Storage,55000.0,2
Macro and/or scripting experience,55000.0,1
ClickUP,55000.0,1
ERP/Manufacturing Software,55000.0,1
A/V – Audio and Video systems,55000.0,1
Huron suite,55000.0,1
Autodesk AutoCAD,55000.0,1
Information Security Principles,55000.0,1
SeaCare,55000.0,1
IBM/HCL Notes,55000.0,1
Imaging and deployment,55000.0,1
Remote desktop support,55000.0,1
Probability Theory,55000.0,3
Corel Word Perfect,55000.0,1
EHR Systems,55000.0,1
Global Mapper,55000.0,1
Neural networks,55000.0,3
* Java,55000.0,3
Service Mapping,54960.0,2
Observability,54936.36363636364,11
GitLab CI,54890.625,16
Perch,54870.0,1
Fortigate Manager,54870.0,1
Microsoft Server Technologies,54795.2,1
ACL's,54795.2,1
SCP,54795.2,1
IP subnets,54795.2,1
VLAN's,54795.2,1
Security Operations,54774.0,6
SOC,54666.92307692308,13
Contract Management,54660.0,3
scikitlearn,54616.328571428574,35
KCS Methodology,54600.0,1
Batch processing,54600.0,2
CRMs,54600.0,1
Asynchronous programming,54600.0,2
Onvif profile,54600.0,1
Video streaming services,54600.0,1
LFS,54600.0,1
Google,54588.88888888889,9
IEC 62304,54500.0,2
Security Governance,54500.0,2
Helm,54465.01,50
Business Process,54450.0,2
Copado,54200.0,3
S/4 HANA,54200.0,3
Linear Algebra,54182.96875,4
Metrics,54133.333333333336,6
SOC 2,54041.666666666664,12
Messaging,54000.0,3
Altair,53999.0,2
SIP,53908.35,10
TDD,53906.857142857145,14
D3 js,53870.0,10
Actimize,53750.0,2
Microsoft Team Foundation Server,53750.0,2
Windows Operating System,53750.0,2
Sailpoint,53733.333333333336,3
Vault,53725.0,6
Express,53583.333333333336,18
Apigee,53534.5,4
Printer troubleshooting,53390.0,2
SASE,53363.63636363636,11
Smart Contracts,53333.333333333336,12
OpenCL,53333.333333333336,3
Azure Front Door,53333.333333333336,3
CUDA,53285.71428571428,14
ITIL certification,53280.0,1
Windows Certification,53280.0,1
Service Desk ticketing systems,53280.0,1
Network configuration,53125.0,4
Slack,53120.71428571428,21
VAT,53040.0,2
Windows (2008 R2/2012),53000.0,2
NoSQL,52954.73801652892,121
NGINX,52928.0,5
CASB,52923.07692307692,13
Vagrant,52825.0,4
Smartsheet,52822.17142857143,7
Test Driven Development,52778.57142857143,7
Stata,52764.0,2
Windows Server administration,52750.0,2
Grafana,52725.57142857143,63
Neptune,52683.333333333336,3
Microsoft SQL Server 2019,52500.0,2
data pipelines,52500.0,2
Cost Analysis,52500.0,2
Docker Swarm,52500.0,2
Reporting Services,52500.0,4
Salesforce Admin,52500.0,2
Microsoft SQL Server 2016,52500.0,2
Azure Fundamentals,52500.0,2
Function Apps,52500.0,2
Core Web Vitals,52500.0,2
Microsoft Windows Server 2016,52500.0,2
Log shipping,52500.0,2
ServiceOriented Architecture,52500.0,4
Relational Database,52500.0,5
Data Engineering,52492.181818181816,22
TensorFlow,52436.62761506276,239
MPBGP,52435.0,2
MS Teams/Zoom,52431.0,1
UI Design,52416.666666666664,6
CLI,52370.0,5
Computer science,52349.666666666664,6
Joomla,52333.333333333336,6
Adobe Creative Cloud,52292.4,5
Robotics,52250.0,4
RTE,52224.8,2
XSD,52128.333333333336,3
CSA,52089.375,4
Red Hat Enterprise Linux,52006.38333333333,6
Objectoriented programming,52002.27272727273,11
Exchange Online,52000.91428571429,7
Cisco Systems,52000.0,2
Network Concepts,52000.0,2
LCM,52000.0,1
FAN,52000.0,1
Network Segmentation,52000.0,2
GCP,51903.18832061069,262
HEDIS,51850.0,2
Web Development,51843.269230769234,13
Vulnerability Scanners,51833.333333333336,3
Security awareness training,51568.75,2
Network security groups,51568.75,2
Compliance audits,51568.75,2
IP Networking,51533.333333333336,3
IOSXE,51516.666666666664,3
Stackdriver,51437.5,2
ML Algorithms,51375.0,2
RESTful API,51319.604166666664,24
Pivot tables,51286.2,5
GraphQL,51263.18356164383,73
Chef,51263.02777777778,72
CCNP Security,51250.0,2
Object storage,51250.0,2
Authentication Systems,51250.0,2
iSeries,51250.0,2
Content Filtering,51250.0,2
Power Systems,51250.0,2
Angular.js,51250.0,4
Block storage,51250.0,2
File storage,51250.0,2
Jupyter Notebooks,51229.875,8
Stripe,51187.5,2
Windows Active Directory,51124.0,6
Elasticsearch,51096.4,35
Big data,51066.666666666664,6
React js,51035.10638297872,47
Security Documentation,51000.0,2
Vertica,51000.0,5
ETL Processes,51000.0,3
Technical Troubleshooting,50960.0,1
EDR/XDR,50864.0,8
Databases,50856.34259259259,54
AWS Glue,50853.708333333336,12
Financial Modeling,50822.96666666667,15
CI/CD Pipelines,50761.42857142857,14
MLflow,50714.28571428572,7
Network Diagnostics,50666.666666666664,9
GenAI,50655.882352941175,17
Cloud computing,50596.52631578947,19
Spring Framework,50545.63636363636,11
File Services,50500.0,2
Firemon,50440.0,2
NATs,50440.0,2
ArgoCD,50386.666666666664,12
Test automation,50374.875,4
H.323,50366.75,2
Mainframes,50366.75,2
VP9,50366.75,2
Network Analyzers,50366.75,2
FHIR,50364.28571428572,7
IaC,50340.68965517241,58
Oracle databases,50311.0,2
Harness,50310.0,10
API design,50287.5,4
BPA,50266.666666666664,3
React/Redux,50266.666666666664,3
CPRE,50266.666666666664,3
CBDA,50266.666666666664,3
Presentation skills,50266.666666666664,3
Splunk SOAR,50125.0,2
SANS Certifications,50125.0,2
Argo CD,50048.0,6
Deep Learning,50008.32840909091,66
Azure Active Directory/Microsoft Entra ID,50000.0,1
Client OS troubleshooting,50000.0,1
MYSQL,50000.0,3
Data preprocessing,50000.0,4
Microsoft Azure Cloud,50000.0,2
Network Topologies,50000.0,2
Intune\Endpoint Manager,50000.0,1
ClickHouse,50000.0,3
Predictive Analysis,50000.0,2
Akamai,50000.0,3
Azure Rights Management.,50000.0,1
DuckDB,50000.0,2
Maintenance,50000.0,2
Hardware installation and maintenance,50000.0,1
Data backup and recovery,50000.0,1
RFP,50000.0,3
Remote monitoring and maintenance (RMM) systems,50000.0,1
Network management tools,50000.0,3
Mobile device management (MDM),50000.0,1
Infor Syteline,50000.0,2
Microsoft MCP,49931.73333333334,3
AWS EC2,49887.619047619046,21
Workday Adaptive,49850.0,2
Foundation,49833.333333333336,12
Data Interpretation,49792.0,5
Endpoint security solutions,49742.5,2
Data Quality Assurance,49733.333333333336,3
Event Driven Architecture,49725.0,2
DLP,49659.09090909091,33
Agile development methodologies,49640.0,2
JavaScript ES6+,49640.0,2
Engineering,49486.0,10
PowerBI Reporting Server,49480.0,2
VBS,49480.0,2
AlwaysOn Availability Groups,49375.0,4
FTP,49342.2909090909,11
Cloudformation,49325.0,4
Information security,49308.77375,8
Machine Learning (ML),49285.71428571428,7
System Security,49250.0,4
Epic EMR,49218.75,2
cloud computing,49200.0,3
Mobile,49140.625,4
FastAPI,49080.01315789474,38
Broadband,49000.0,4
Business intelligence,49000.0,5
Software development tools and platforms,48960.5,1
Web analytics tools,48960.5,1
Frontend web languages,48960.5,1
CMS (WordPress Joomla or Drupal),48960.5,1
CMS (content management systems),48960.5,1
Version control systems (Git),48960.5,1
UI and UX design principles,48960.5,1
Web standards and accessibility guidelines,48960.5,1
AWS Redshift,48960.0,5
Windows Server 2016,48916.666666666664,3
Server Administration,48900.0,5
Imaging,48880.0,1
MS 365,48880.0,1
Microsoft Windows 11,48880.0,1
Programming / Scripting languages,48880.0,1
Advanced SQL,48880.0,1
Networking Basics,48880.0,1
Salt,48853.75,8
Advanced Excel,48818.0,5
JDE,48750.0,2
Data Science,48747.58208955224,67
Cloud Certifications,48725.0,2
WINS,48702.0,5
Helpdesk,48575.0,4
ERP systems,48571.42857142857,7
HyperV Manager,48533.333333333336,3
Azure Stack,48533.333333333336,3
Windows Admin Center,48533.333333333336,3
Azure Arc,48533.333333333336,3
Microsoft Endpoint Manager (Intune),48400.0,2
Kafka,48390.86439655172,116
SPSS,48341.21666666667,6
Qdrant,48333.333333333336,3
RAG,48333.333333333336,3
SAIS,48330.0,2
Synergy,48330.0,2
IPS/IDS,48321.75,4
Objective C,48316.666666666664,3
Team Management,48273.333333333336,3
MS Access,48232.0,11
Server 2003,48160.0,1
Adobe,48128.857142857145,14
Erwin Data Modeler,48106.81666666666,3
TOAD Data Modeler,48106.81666666666,3
J2EE,48090.57142857143,35
Palo Alto Networks,47925.0,16
MLOps,47914.0,25
UPS claims processing,47840.0,1
freight claims investigations,47840.0,1
Chart.js,47840.0,5
Natural Gas Distribution System,47840.0,1
Smallworld,47840.0,1
automated freight claims systems,47840.0,1
Esri ArcGIS Pro,47840.0,1
Utility GIS,47840.0,1
GIS degree,47840.0,1
Swagger,47772.72727272727,11
SOX,47746.0,15
CloudFormation,47706.276190476194,105
Network connectivity,47682.2,2
Capacity Planning,47616.683000000005,10
OSI Model,47612.307692307695,13
Supervised Learning,47530.666666666664,9
Unsupervised Learning,47530.666666666664,9
CND,47520.0,3
ESXi,47500.0,10
NinjaRMM,47500.0,3
SQL Server AlwaysOn Availability Groups,47500.0,2
Collibra Workflow,47500.0,1
Help desk ticket system,47500.0,1
ETL Development,47500.0,2
Content filtering,47500.0,3
Trainor,47500.0,1
Enterprise Messaging,47500.0,1
Audio/Visual Equipment,47500.0,1
JMS/MQ,47500.0,3
Scanner troubleshooting,47500.0,1
Windows Cluster,47500.0,2
Microsoft Desktop Security Patches,47500.0,1
Core Data,47500.0,3
Microsoft Dynamics AX,47500.0,2
JFrog Artifactory,47500.0,4
cPanel,47500.0,3
Financial Markets,47500.0,2
Zoom,47381.12173913044,23
Packer,47300.0,7
ELT,47269.11111111111,9
NET Framework,47250.0,10
Microsoft Windows security events,47250.0,2
MySql,47166.666666666664,3
Vue js,47155.26315789474,76
Phone,47147.2,2
Data Automation,47050.0,2
ArcPy,47000.0,2
FME,47000.0,2
Concur,47000.0,2
CI/CD Tooling,46920.0,2
Access Control Lists,46906.666666666664,3
Gap analysis,46875.0,4
Kubernetes,46856.84918918919,592
Data Masking,46813.333333333336,3
Customization,46800.0,2
Windows server,46800.0,3
PC Maintenance,46800.0,1
Outlook Configuration,46800.0,1
Helpdesk Ticketing System,46800.0,1
Password Reset,46800.0,1
Economics/Finance,46800.0,1
Scanner Installation,46800.0,1
Discrete Simulation,46800.0,1
Sage X3,46800.0,2
Firstin Firstout (FIFO),46800.0,1
Printer Installation,46800.0,1
Asset inventory,46800.0,1
Interface Management,46800.0,2
Asset tracking software,46800.0,1
AAA,46800.0,3
Basic Networking,46800.0,1
LifeCycle Model,46800.0,1
Meetings,46800.0,2
Windows Deployment,46800.0,1
Email Management,46800.0,1
Mac Troubleshooting,46800.0,1
macOS Deployment,46800.0,1
Asset Tracking Software,46800.0,1
Tripwire,46800.0,3
PC Support,46800.0,1
Microsoft Power Automate,46800.0,2
Data Structures,46764.151724137926,29
Metadata,46666.666666666664,3
CMMC,46666.666666666664,6
Nuxt.js,46666.666666666664,3
Data transformation,46666.666666666664,3
HPE Storage,46666.666666666664,3
SQL Server Management Studio,46557.74642857142,14
Tomcat,46491.23529411765,34
React.js,46440.239045936396,566
Problem Management,46429.083333333336,6
NAC,46398.142857142855,7
Oracle Data Integrator (ODI),46384.0,3
InstallShield,46381.333333333336,3
Empathy,46360.0,1
Terraform,46351.75390243903,492
Linux Systems,46333.333333333336,3
IT Help Desk,46250.0,2
SSL/TLS,46250.0,4
PC Software,46250.0,2
vSphere,46250.0,8
Tanzu,46250.0,2
MPI,46250.0,4
PeopleSoft,46207.5,12
Security Incident Management,46186.666666666664,3
Forescout,46143.5,2
Gigamon,46143.5,2
AWS CLI,46142.333333333336,12
NumPy,46137.813953488374,43
Database systems,46120.0,2
Adobe Acrobat,46042.514285714286,7
Cloud Networking,46000.0,5
Statistical methods,46000.0,5
CI CD,45942.74091503268,306
MAN,45913.333333333336,3
SSAS,45897.94285714286,35
Normalization,45875.0,4
Google Cloud,45867.68292682927,82
Statistics,45863.31048387097,93
Gurobi,45846.666666666664,6
CPLEX,45846.666666666664,6
Microservice,45833.333333333336,3
STIGs,45833.333333333336,3
SCSS,45798.166666666664,6
URL Filtering,45750.0,2
Dynamic Routing,45750.0,2
NiFi,45723.166666666664,6
CodePipeline,45714.28571428572,7
NGFW,45700.0,5
User Testing,45650.0,2
CostBenefit Analysis,45610.666666666664,3
MS PowerPoint,45598.333333333336,12
Python,45595.577346287704,1724
SVN,45576.92307692308,13
Cryptography,45526.31578947369,19
Cloud+,45525.0,2
CASP+,45525.0,2
Cisco Certified Network Associate (CCNA),45525.0,2
CPT,45505.5,7
Unit Testing,45450.520833333336,24
Keras,45380.27272727273,33
STP,45341.666666666664,6
Data storage,45333.333333333336,3
ECommerce,45234.75,2
Pricing,45234.75,2
BigQuery,45189.53407894736,38
CrossFunctional Teams,45173.333333333336,3
EDR,45169.32352941176,34
Qlik,45159.681818181816,11
Boomi,45100.0,3
Fireworks,45066.666666666664,3
Zookeeper,45066.666666666664,3
Arena,45040.0,2
Xpress,45040.0,2
AMPL,45040.0,2
VPCs,45032.555555555555,9
Exchange Office 365,45000.0,1
DNS/DHCP/TCP/IP/WAN/LAN,45000.0,1
CISSP Certification,45000.0,3
One Drive/SharePoint/Intune,45000.0,1
FAISS,45000.0,3
Ubiquiti UniFi,45000.0,2
Monday com,45000.0,4
PL/I,45000.0,2
Mobile Device Management (MDM),45000.0,2
Transact SQL,45000.0,5
Product development,45000.0,3
NVIDIA Jetson,45000.0,3
Technical Design,45000.0,2
Node Js,45000.0,2
Routers/Switches/Access Points,45000.0,1
GitOps,44910.0,25
Active Listening,44720.0,1
Reading Comprehension,44720.0,1
Office Procedures,44720.0,1
Speaking,44720.0,1
Judgment and Decision Making,44720.0,1
Instructing,44720.0,1
Shell,44612.0625,32
JAVA,44594.666666666664,9
DNP3,44480.0,2
Network Routing,44452.8,2
Storage Systems,44452.8,2
Powerpoint,44450.0,4
MapReduce,44404.729999999996,10
SailPoint,44400.0,5
Data Validation,44340.0,10
Fuzzing,44333.333333333336,3
Drupal,44312.8,15
OpenShift,44277.77777777778,18
Wireless technologies,44275.0,4
Octopus Deploy,44241.666666666664,6
Sensor Fusion,44200.0,2
Object Detection,44200.0,2
Data Virtualization,44200.0,2
OBIEE,44200.0,2
LiDAR,44200.0,2
Power Query (M),44200.0,2
Amazon Web Services AWS,44195.833333333336,12
Software engineering,44190.27777777778,9
Cloud migration,44166.666666666664,3
EBS,44166.666666666664,6
IT Infrastructure,44128.264,5
Google Cloud Platform,44051.76682692308,52
Informix,44047.22222222222,9
UC,44000.0,3
Technical Documentation,43960.0,9
Graph Databases,43849.6,5
OSCP,43834.944444444445,9
DynamoDB,43826.05,60
COTS,43775.0,7
Dynamics GP,43750.0,2
Medical Devices,43750.0,2
APM,43750.0,4
Automation tools,43750.0,2
SQL Server 2012,43693.333333333336,3
ELK Stack,43677.458333333336,12
Ignition,43666.666666666664,3
Spring MVC,43643.333333333336,6
matplotlib,43619.5,3
ggplot,43619.5,3
IPv6,43603.333333333336,6
Budgeting,43586.4,2
Encryption Software,43575.0,1
Exchange Management Console (EMC),43575.0,1
Cisco VIOP phones,43575.0,1
Reverse engineering,43533.333333333336,3
Data warehouse,43344.666666666664,3
Ports,43334.4,1
Android OS,43334.4,1
Desktop Central,43334.4,1
MAC addresses,43334.4,1
ACMT Certification,43334.4,1
Projectors,43334.4,1
TVs,43334.4,1
Office suite,43334.4,1
ClickShares,43334.4,1
Smartboards,43334.4,1
JSS,43334.4,1
Gmail,43334.4,1
Visual Basic for Applications (VBA),43333.333333333336,3
MBSE,43333.333333333336,3
AWS IAM,43295.0,4
Adobe Photoshop,43292.799999999996,3
Fetch,43292.799999999996,3
Azure Cosmos DB,43263.833333333336,3
Streamlit,43208.333333333336,6
Security Monitoring,43158.333333333336,9
AWS,43152.55924178602,1187
Node.js,43123.94117647059,68
React Native,43088.37209302326,43
Active Directory Services,43075.0,2
Elastic Search,43027.77777777778,9
Fivetran,43000.0,2
Linux OS,43000.0,5
Node js,42994.77938596491,228
Functional Analysis,42986.666666666664,3
Next Generation Firewalls,42800.0,5
Conflict Resolution,42794.715,8
Cloud Security,42784.27906976744,43
NextJS,42769.6,25
Polarion,42750.0,2
PowerShell Scripting,42725.71428571428,7
REST,42697.98148148148,108
Version control,42572.875,12
MS Office Suite,42554.625,24
MSSQL,42531.71578947368,38
Inmon,42520.0,2
Kimball,42520.0,2
Purview,42506.666666666664,6
Microsoft Defender for Endpoint,42500.0,2
Grandstream,42500.0,2
Cisco OS,42500.0,2
Healthcare IT,42500.0,2
Endpoint protection,42500.0,6
Microsoft Technologies,42500.0,2
Guidewire,42500.0,4
Google Chrome,42500.0,2
Certificate Authorities,42500.0,2
CIFS,42500.0,2
OLAP,42500.0,8
Confidentiality,42500.0,4
Business process modeling,42500.0,3
Microsoft AD,42500.0,2
Proofpoint,42500.0,4
G Suite,42373.822222222225,9
Vertex AI,42371.979166666664,6
HA/DR,42346.666666666664,3
WebSphere,42335.0,10
Unix Linux,42312.108499999995,20
Next js,42251.11111111111,45
Decision Trees,42250.0,6
Waterfall,42243.13333333333,30
Reinforcement Learning,42107.692307692305,13
GoLang,42060.71428571428,14
Batch,42059.7,10
Databricks,42052.65833333333,120
IVR,42000.0,2
Responsive web design,42000.0,4
Hypothesis testing,42000.0,5
iSCSI,42000.0,5
Integration Services,42000.0,5
Fiber,42000.0,5
Microservice Architecture,41991.666666666664,6
Process Mapping,41979.6,4
Standard Operating Procedures,41979.6,4
Agiloft,41967.600000000006,2
Ubiquiti,41875.0,4
Matplotlib,41797.11111111111,18
Database Software,41781.4,1
Online Video Chat,41781.4,1
CI/CD tools,41750.0,5
Git,41720.6625,470
Data Visualization,41714.998611111114,90
Data modelling,41666.666666666664,3
Knime,41666.666666666664,3
Security Information and Event Management (SIEM),41666.666666666664,3
MikroTik,41666.666666666664,3
Cloud Platforms,41659.09090909091,11
SNMP,41651.425,32
RESTful APIs,41628.557471264365,87
Data Warehouse,41607.2,10
IAM,41601.33908045977,87
PureCloud,41600.0,1
Virtual Desktop Interface (VDI),41600.0,1
Workflow Analysis,41600.0,5
Azure Office 365,41600.0,1
Multifactor Authentication (MFA),41600.0,1
Salesforce Data Cloud,41586.25,2
Ansible,41563.754092526695,281
Data Hygiene,41530.0,2
Image Processing,41500.0,4
Version Control,41468.75,8
Video Cameras,41454.4,1
Access Control Systems,41454.4,1
Computer Software/Databases,41454.4,1
SaaS,41440.75925925926,54
VLAN,41439.230769230766,26
JavaScript,41343.108510638296,846
PostgreSQL,41338.04686346863,271
Predictive modeling,41333.333333333336,12
Teams,41313.679487179485,39
Report Development,41275.0,3
APIs,41273.71395348837,43
regex,41250.0,2
DISA STIGs,41250.0,4
Team Foundation Server,41250.0,4
Computer Skills,41250.0,2
Linux,41237.398981670056,491
AWS Cloud,41234.545454545456,11
Data Pipelines,41152.92105263158,19
Analytical Thinking,41150.68571428571,7
Database,41122.22222222222,18
Hive,41121.140740740746,27
CSS3,41112.13164556962,79
Validation,41071.166666666664,6
Java,41031.0380112835,709
REST APIs,41011.530666666666,75
Cloud SQL,40993.57142857143,7
Mockito,40833.333333333336,3
Log Shipping,40833.333333333336,9
Networking technologies,40833.333333333336,3
Salesforce,40768.1615909091,110
Powershell,40763.862857142856,35
Online video chat,40757.5,1
Cassandra,40755.14772727273,44
HRIS,40700.0,8
* Microservices,40666.666666666664,3
Elastic,40643.75,8
Puppet,40619.132530120485,83
Continuous Delivery,40600.72727272727,11
Analytics,40592.68369565217,23
Software Architecture,40570.0,10
Docker,40560.969041322314,605
Image processing,40537.25,2
Image analysis,40537.25,2
Data mining,40532.294117647056,17
Data Integrity,40527.64444444444,9
YAML,40524.53407407407,27
DMVPN,40500.0,5
Agile Methodology,40488.63636363636,11
Zscaler,40388.7,10
Telcor,40387.5,2
Bash,40351.65706806283,191
MongoDB,40332.024539877304,163
GO,40310.0,10
Oracle Cloud Infrastructure,40300.0,3
Node,40235.294117647056,17
Redux,40216.1253164557,79
Containers,40202.22222222222,36
Subversion,40166.666666666664,6
PMP,40154.0,10
Knowledge Base Articles,40150.0,1
Okta,40142.16875,32
Agile development,40046.666666666664,6
MTAHTML5 App Development,40040.0,1
Zend Certified PHP Engineer,40040.0,1
Progressive Web App,40040.0,1
API,40008.346774193546,62
Software Development,40004.0625,40
Data ingestion,40000.0,3
Wiz,40000.0,4
MS Intune,40000.0,2
Salesforce Administrator,40000.0,2
EventBridge,40000.0,8
Cognex,40000.0,2
Vanta,40000.0,2
Allen Bradley,40000.0,2
Subnet masking,40000.0,2
ARM,40000.0,7
Wireless Networking,40000.0,2
Feature engineering,40000.0,5
FortiOS,40000.0,2
Flow cytometry,40000.0,2
Networking Technologies,40000.0,2
Siemens,40000.0,2
Crestron,39975.0,4
Web3,39906.25,20
Context API,39866.666666666664,6
Statistical analysis,39863.833333333336,18
Linux Unix,39726.666666666664,12
ARM templates,39605.0,10
Security Information Event Management (SIEM),39600.0,2
Microsoft Fabric,39583.333333333336,6
ETL/ELT,39583.333333333336,6
ECS,39568.8,40
DAST,39500.0,6
Design,39464.248076923075,13
MySQL,39441.60039840637,251
Stored Procedures,39430.555555555555,9
LEAN,39400.0,2
CAD,39365.0,8
Hadoop,39224.18023255814,86
Illustrator,39200.0,6
Security Awareness,39166.666666666664,3
Office365,39090.90909090909,11
OOP,39011.825,32
SonicWALL Network appliances,39000.0,1
IP & VOIP systems,39000.0,1
Computer Engineering,39000.0,2
CCTV systems,39000.0,1
POS systems,39000.0,1
Door access systems,39000.0,1
Asset and ticketing management systems,39000.0,1
Centeredge,39000.0,1
Bamboo,38922.230769230766,13
Data visualization,38860.642857142855,28
Open Source,38785.0,5
DoD Directive 8570,38781.25,2
CompTIA Security+ CE,38781.25,2
Business Requirements,38780.857142857145,14
Quality Assurance,38777.77777777778,9
Podman,38766.666666666664,3
Software development,38750.0,2
US Citizenship,38750.0,2
FIPS,38750.0,2
Security architecture,38706.0,5
DAX,38585.416666666664,24
Key Vault,38532.333333333336,3
App Services,38532.333333333336,3
Teradata,38513.63333333334,21
Network Technologies,38450.0,2
Large Language Models,38425.0,20
Intune,38384.69714285714,35
Predictive Modeling,38375.0,12
S1000D,38347.6,3
PTC Arbortext,38347.6,3
CSDB,38347.6,3
IETM,38347.6,3
MILSTD3001,38347.6,3
Glassfish,38333.333333333336,3
Certificate Manager,38333.333333333336,3
AWS Workspaces,38333.333333333336,3
Web Services,38309.375,16
Management,38275.50416666666,6
MongoDB Atlas,38250.0,4
GitLab,38215.03164556962,79
Data privacy,38187.5,4
DevSecOps,38153.476744186046,43
Artificial Intelligence,38150.104545454546,22
CBAP,38096.0,10
Wireshark,38030.642857142855,42
OpenGL,38000.0,4
Webex,37980.0,5
Loan IQ,37916.666666666664,6
Data modeling,37911.041666666664,48
SQL,37873.32206221937,1559
Azure Logic Apps,37857.142857142855,7
Perl,37818.10967741935,62
Ubuntu,37763.88888888889,9
QlikView,37750.0,8
RESTful,37746.875,16
REXX,37736.4,2
TSO,37736.4,2
Business Knowledge,37725.0,2
AAC,37700.0,4
Vulnerability Management,37685.333333333336,30
Gradle,37570.0,25
NFS,37544.444444444445,9
Oracle Eloqua,37500.0,2
PMBOK,37500.0,3
AWS Aurora,37500.0,3
Database Architecture,37500.0,3
Cloud Deployment,37500.0,3
Platform as a Service (PaaS),37500.0,3
Infrastructure as a Service (IaaS),37500.0,3
Azure Database Administrator,37500.0,3
Requirements Documentation,37500.0,5
Security Protocols,37500.0,2
Firewall administration,37500.0,2
Software as a Service (SaaS),37500.0,3
Cloud infrastructure,37416.666666666664,6
Application Security,37400.0,10
User Support,37391.5,3
RHEL,37388.5,10
Apache,37368.333333333336,30
SDLC,37335.25688073395,109
Secure Coding Practices,37320.0,5
Sagemaker,37307.692307692305,13
